기간,2020-11-01 ~ 2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기기,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성별,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지역,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주제,"통합검색, 검색어 변화량 추이",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일,롱패딩,원피스,여성롱패딩,남자롱패딩,잠옷,여자롱패딩,여성숏패딩,여성패딩,반팔티,숏패딩,트위드자켓,트렌치코트,여성경량패딩,핸드메이드코트,쥬시쥬디,블라우스,나이키바람막이,여성트레이닝세트,바람막이,후드집업,여자트렌치코트,롱원피스,써스데이아일랜드원피스,반바지,강블리gbl남여공용무지반팔7색,팬츠,가을원피스,나이키후드티,맨투맨,반팔티,아르마니익스체인지,루시앙,나이키맨투맨,하객원피스,리버클래시정장,dabagirl,후드티,나우포그니플리스,니트원피스,여성가디건,핸드메이드코트,후리스,패딩,여성경량패딩,남자경량패딩,노스페이스패딩,커플잠옷,수면잠옷,남자반팔티,여성린넨자켓,트위드자켓,메종키츠네반팔,여름원피스,라코스테원피스,여성점프수트,강블리gbl남여공용무지반팔7색,남자반바지,
2020-11-01,27,29,9,2,12,1,12,13,1,21,6,7,20,32,7,5,4,1,5,16,0,4,4,1,0,1,5,6,8,1,0,0,8,2,0,0,17,0,15,6,32,38,30,20,4,24,3,8,0,0,6,0,1,1,0,0,0,
2020-11-02,31,25,11,1,8,1,14,13,1,21,7,8,22,11,7,4,5,1,4,16,0,11,4,1,0,1,4,4,8,1,0,0,5,3,0,0,14,0,13,7,11,36,40,22,4,27,2,8,0,0,7,0,1,1,0,0,0,
2020-11-03,57,20,16,3,11,1,21,22,1,44,6,6,27,9,7,4,4,0,12,19,0,5,4,1,0,1,3,5,7,1,1,0,5,3,0,0,14,0,12,5,9,58,64,27,7,37,1,9,0,0,6,0,1,1,0,0,0,
2020-11-04,76,20,18,2,11,2,25,26,0,62,6,5,29,11,7,6,3,0,6,17,0,5,4,1,0,1,2,5,6,0,1,0,4,3,0,0,16,0,13,4,11,57,65,29,6,40,3,11,0,0,6,0,1,1,0,0,0,
2020-11-05,58,18,16,4,10,2,21,22,0,46,11,3,25,12,7,3,3,0,5,13,0,4,4,1,0,1,2,3,7,0,0,0,4,2,0,0,14,0,13,4,12,51,50,25,5,38,2,11,0,0,11,0,1,1,0,0,0,
2020-11-06,38,17,12,2,9,2,18,17,1,37,6,3,18,12,9,3,3,0,5,11,0,4,3,1,0,1,2,4,6,1,1,0,3,2,0,0,13,0,11,4,12,34,43,18,4,31,3,9,0,0,6,0,1,1,0,0,0,
2020-11-07,29,23,7,2,8,1,16,12,0,38,4,4,17,11,7,3,4,0,4,11,0,4,4,1,0,1,2,4,6,0,1,0,5,3,0,0,14,0,13,3,11,37,34,17,3,27,2,6,0,0,4,0,1,1,0,0,0,
2020-11-08,35,25,10,2,11,2,16,15,0,40,5,4,19,11,6,4,3,1,4,12,0,6,3,1,0,1,3,5,8,0,1,0,7,2,0,0,16,0,13,3,11,36,38,19,4,33,3,8,0,0,5,0,1,1,0,0,0,
2020-11-09,55,22,16,4,10,2,20,20,0,53,5,3,25,13,6,6,4,1,5,12,0,4,3,1,0,1,2,5,7,0,0,1,5,3,0,0,16,0,13,4,13,48,49,25,34,38,3,11,0,0,5,0,0,1,0,0,0,
2020-11-10,45,19,13,4,11,2,20,16,1,47,5,5,19,11,8,3,3,1,5,11,0,4,4,1,0,1,2,4,6,1,1,0,4,15,0,0,14,0,12,4,11,34,40,19,4,37,3,8,0,0,5,0,1,1,0,0,0,
2020-11-11,35,17,11,3,8,1,19,15,0,40,4,3,19,11,6,4,3,0,3,10,0,4,3,1,0,1,1,6,6,0,0,0,4,2,0,0,15,0,14,5,11,29,35,19,3,30,4,7,0,0,4,0,1,1,0,0,0,
2020-11-12,27,24,9,1,8,1,18,14,0,36,11,5,20,13,6,3,3,0,3,11,0,5,5,1,0,1,1,4,7,0,1,0,4,2,0,0,20,0,14,4,13,29,31,20,5,28,3,7,0,0,11,0,1,0,0,0,0,
2020-11-13,23,22,7,2,8,2,15,11,1,34,4,3,15,11,6,3,3,0,4,9,0,6,4,1,0,1,1,5,7,1,0,0,4,2,0,0,12,0,11,3,11,26,26,15,3,21,2,7,0,0,4,0,1,1,0,0,0,
2020-11-14,21,20,6,1,8,1,16,12,0,36,6,3,15,12,7,3,3,0,2,8,0,5,4,1,0,1,1,6,6,0,0,0,6,2,0,0,14,0,12,4,12,19,25,15,3,22,3,6,0,0,6,0,0,1,0,0,0,
2020-11-15,20,24,6,1,8,1,13,11,0,32,5,4,14,9,6,3,3,0,4,10,0,4,3,1,0,1,1,4,7,0,1,0,4,2,0,0,16,0,13,4,9,21,26,14,3,23,1,7,0,0,5,0,1,1,0,0,0,
2020-11-16,20,21,6,1,9,1,14,9,0,29,5,3,17,10,5,4,3,0,4,10,0,6,5,1,0,1,1,4,6,0,1,0,4,4,0,0,11,0,12,5,10,20,22,17,3,22,2,29,0,0,5,0,1,1,0,0,0,
2020-11-17,17,21,5,1,24,0,12,8,1,26,4,4,14,8,5,7,2,0,3,10,0,11,3,1,0,1,2,4,5,1,0,0,4,2,0,0,15,0,14,3,8,19,21,14,3,17,2,7,0,0,4,0,1,1,0,0,1,
2020-11-18,15,22,4,1,8,1,12,9,1,23,11,2,13,8,6,4,3,0,4,10,0,6,4,1,0,1,1,3,6,1,1,0,5,2,0,0,13,0,12,4,8,16,20,13,2,18,2,6,0,0,11,0,1,1,0,0,0,
2020-11-19,18,23,5,2,9,0,10,10,0,23,5,3,15,9,6,4,3,1,4,7,0,6,3,1,0,1,1,3,6,0,1,0,3,3,0,0,12,0,14,5,9,15,21,15,3,16,3,5,0,0,5,0,2,1,0,0,0,
2020-11-20,35,20,9,2,8,2,15,13,0,31,3,3,13,9,7,4,3,0,4,7,0,5,3,1,0,1,1,3,5,0,1,0,4,2,0,0,8,0,11,4,9,21,33,13,3,26,2,6,0,0,3,0,1,2,0,0,0,
2020-11-21,31,17,11,2,9,2,16,17,0,32,4,4,10,11,5,3,2,0,4,8,0,4,4,1,0,1,1,3,7,0,1,1,5,2,0,0,11,0,13,4,11,18,33,10,3,28,1,8,0,0,4,0,1,1,0,0,0,
2020-11-22,39,22,13,3,12,2,19,16,0,43,5,4,12,11,7,3,2,0,4,7,0,5,4,1,0,2,1,5,6,0,1,0,5,2,0,0,13,0,12,3,11,19,35,12,2,33,3,7,0,0,5,0,1,1,0,0,0,
2020-11-23,55,23,19,4,12,2,19,27,1,40,2,2,17,10,5,2,2,1,5,8,0,3,3,1,0,1,0,4,6,1,1,0,5,2,0,0,12,0,12,2,10,22,44,17,3,33,3,11,0,0,2,0,1,1,0,0,0,
2020-11-24,55,15,17,3,9,2,22,19,0,41,3,3,14,10,6,3,2,1,5,8,0,5,3,1,0,1,0,5,7,0,1,0,3,2,0,0,19,0,10,4,10,23,39,14,3,31,2,10,0,0,3,0,1,1,0,0,0,
2020-11-25,42,17,13,3,9,2,16,17,0,36,3,10,16,10,6,6,2,0,4,7,0,4,3,1,0,1,1,5,7,0,1,0,3,3,0,0,9,0,12,3,10,19,56,16,3,31,2,10,0,0,3,0,1,1,0,0,0,
2020-11-26,38,18,14,3,10,1,18,27,0,36,4,2,12,8,8,3,1,1,2,8,0,4,3,1,0,1,1,3,5,0,1,0,3,3,0,0,11,0,12,4,8,17,29,12,3,29,2,11,0,0,4,0,1,1,0,0,0,
2020-11-27,41,18,16,3,9,2,16,19,0,32,2,2,12,8,8,2,2,0,4,7,0,4,3,0,0,1,0,3,6,0,0,0,3,2,0,0,10,0,12,4,8,19,31,12,3,27,2,11,0,0,2,0,1,1,0,0,0,
2020-11-28,62,17,18,3,10,1,21,25,0,40,3,2,12,12,8,2,1,0,3,13,0,4,4,1,0,1,0,3,6,0,1,1,5,1,0,0,13,0,12,3,12,17,71,12,3,43,1,13,0,0,3,0,2,2,0,0,0,
2020-11-29,66,23,22,5,12,3,20,24,0,41,3,2,11,8,9,3,2,0,4,11,0,4,3,1,0,1,1,4,6,0,1,0,4,1,0,0,13,0,12,4,8,18,56,11,3,41,2,16,0,0,3,0,1,1,0,0,0,
2020-11-30,66,19,24,5,11,3,16,25,0,35,3,2,13,8,7,3,2,0,4,7,0,4,2,1,0,1,1,5,5,0,1,0,5,8,0,0,11,0,9,3,8,17,42,13,4,40,3,12,0,0,3,0,1,1,0,0,0,
2020-12-01,62,17,23,5,11,3,14,21,1,34,1,2,11,7,7,3,2,0,4,7,0,3,2,1,0,1,0,3,8,1,1,0,3,2,0,0,10,0,10,2,7,18,39,11,3,39,3,12,0,0,1,0,2,1,0,0,0,
2020-12-02,54,18,20,5,10,2,17,23,0,27,6,1,13,9,7,2,2,0,5,5,0,3,3,0,0,1,1,3,6,0,0,0,3,1,0,0,10,0,11,4,9,14,36,13,2,34,2,11,0,0,6,0,1,1,0,0,0,
2020-12-03,52,19,19,5,9,2,13,20,1,32,4,1,11,10,7,6,2,1,3,6,0,5,4,1,0,1,0,4,6,1,1,0,4,1,0,0,12,0,11,3,10,15,37,11,2,34,3,13,0,0,4,0,1,1,0,0,0,
2020-12-04,51,16,21,6,9,3,14,23,0,30,3,1,12,8,5,2,2,0,4,4,0,2,3,1,0,1,0,3,6,0,1,0,3,1,0,0,9,0,9,3,8,16,36,12,2,30,2,11,0,0,3,0,1,1,0,0,0,
2020-12-05,53,17,20,4,11,2,16,24,0,33,4,2,9,8,6,3,2,0,3,6,0,3,4,1,0,1,1,3,7,0,1,0,5,1,0,0,9,0,10,3,8,13,45,9,2,35,2,12,0,0,4,0,1,1,0,0,0,
2020-12-06,45,22,18,4,12,2,17,22,0,34,4,2,11,9,6,3,2,0,3,6,0,3,4,1,0,1,0,4,7,0,0,0,3,2,0,0,10,0,12,3,9,13,44,11,2,36,4,12,0,0,4,0,1,1,0,0,0,
2020-12-07,40,17,16,4,11,2,14,20,0,25,2,2,12,7,4,2,2,0,3,4,0,4,4,0,0,1,0,3,4,0,0,0,3,1,0,0,9,0,10,3,7,13,32,12,2,30,3,13,0,0,2,0,1,1,0,0,0,
2020-12-08,48,20,22,4,11,4,14,22,0,32,3,2,23,8,7,3,1,1,11,6,0,4,3,1,0,1,1,3,6,0,0,0,3,1,0,0,7,0,10,4,8,15,33,23,2,31,5,11,0,0,3,0,1,1,0,0,0,
2020-12-09,50,19,21,3,10,2,14,22,0,25,3,2,11,8,6,1,2,1,4,6,0,4,2,1,0,1,0,3,6,0,0,0,2,1,0,0,8,0,12,4,8,13,32,11,3,29,2,12,0,0,3,0,1,1,0,0,0,
2020-12-10,42,17,17,4,10,2,15,19,0,26,3,1,9,8,5,2,2,0,3,4,0,3,4,1,0,1,1,3,7,0,1,0,3,1,0,0,8,0,13,4,8,11,28,9,2,29,3,10,0,0,3,0,1,1,0,0,0,
2020-12-11,39,19,14,3,11,1,14,17,0,23,3,1,8,7,6,3,1,0,3,6,0,4,3,0,0,1,1,3,5,0,1,0,3,1,0,0,9,0,10,3,7,12,27,8,2,26,3,9,0,0,3,0,1,0,0,0,0,
2020-12-12,38,20,16,3,12,2,13,18,0,22,3,1,9,7,6,3,2,0,2,4,0,4,3,0,0,0,1,5,5,0,0,0,2,2,0,0,9,0,11,3,7,9,30,9,2,31,2,10,0,0,3,0,1,1,0,0,0,
2020-12-13,49,20,18,4,16,2,13,22,0,25,2,1,10,8,6,3,2,0,3,6,0,5,3,0,0,1,0,3,7,0,1,0,2,1,0,0,10,0,11,3,8,10,33,10,3,32,2,17,0,0,2,0,1,1,0,0,0,
2020-12-14,81,21,35,6,14,5,12,29,0,23,2,1,8,4,4,3,1,0,4,5,0,3,2,1,0,1,0,3,6,0,0,0,3,1,0,0,11,0,8,3,4,12,44,8,2,43,4,15,0,0,2,0,1,0,0,0,0,
2020-12-15,100,17,37,9,14,4,12,29,1,22,2,1,7,5,5,2,2,0,4,4,0,3,3,0,0,1,0,3,6,1,0,0,3,1,0,0,10,0,9,3,5,12,46,7,2,38,5,14,0,0,2,0,2,0,0,0,0,
2020-12-16,100,13,39,9,14,3,11,28,0,32,2,1,9,7,5,3,2,0,5,5,0,4,2,1,0,1,0,3,6,0,0,0,2,2,0,0,8,0,11,4,7,12,44,9,2,44,4,15,0,0,2,0,1,1,0,0,0,
2020-12-17,72,15,31,7,14,2,23,23,0,38,1,1,9,3,5,2,3,0,4,5,0,12,2,1,0,1,1,3,5,0,0,0,3,0,0,0,10,0,9,3,3,10,35,9,2,36,5,17,0,0,1,0,1,0,0,0,0,
2020-12-18,57,17,25,6,16,3,12,18,0,27,2,1,7,5,4,2,1,1,3,5,0,4,3,1,0,1,0,3,5,0,1,0,3,1,0,0,8,0,8,3,5,11,32,7,1,33,3,15,0,0,2,0,2,0,0,0,0,
2020-12-19,63,17,27,6,16,3,10,21,0,16,2,1,8,4,6,2,1,1,4,5,0,7,4,0,0,1,0,3,6,0,1,0,3,1,0,0,9,0,9,4,4,9,33,8,2,35,4,16,0,0,2,0,4,1,0,0,0,
2020-12-20,51,19,24,5,16,3,10,21,0,17,2,1,8,5,4,2,1,0,3,5,0,8,4,2,0,0,1,3,5,0,1,0,3,1,0,0,9,0,7,4,5,8,31,8,1,35,5,15,0,0,2,0,4,1,0,0,0,
2020-12-21,42,18,19,4,14,3,9,18,1,27,2,1,9,4,4,2,1,0,3,5,0,12,3,1,0,1,0,3,5,1,0,0,3,2,0,0,9,0,8,3,4,9,27,9,2,27,3,14,0,0,2,0,4,0,0,0,0,
2020-12-22,37,19,15,4,12,2,7,17,0,13,2,1,7,5,5,3,1,1,2,4,0,6,3,1,0,1,1,3,4,0,0,0,4,1,0,0,7,0,8,3,5,9,24,7,1,22,4,13,0,0,2,0,4,1,0,0,0,
2020-12-23,27,17,16,2,12,2,6,11,0,12,3,1,6,5,4,2,1,0,2,4,0,6,3,1,0,1,0,2,5,0,0,0,2,1,0,0,7,0,8,3,5,7,18,6,1,22,3,10,0,0,3,0,4,1,0,0,0,
2020-12-24,26,17,12,2,10,1,7,10,0,12,2,2,19,4,6,2,2,0,3,4,0,7,2,0,0,1,0,3,4,0,0,0,2,1,0,0,6,0,7,2,4,7,19,19,1,22,3,7,0,0,2,0,5,1,0,0,0,
2020-12-25,24,17,11,2,10,1,9,11,0,17,3,2,6,5,4,2,1,0,1,4,0,6,3,1,0,2,0,4,5,0,0,0,3,1,0,0,8,0,8,3,5,7,19,6,1,20,3,8,0,0,3,0,5,0,0,0,0,
2020-12-26,27,16,11,2,12,2,9,13,1,15,3,1,8,4,5,3,1,0,1,4,0,6,3,1,0,1,1,4,6,1,0,0,3,1,0,0,7,0,7,3,4,8,19,8,1,21,3,8,0,0,3,0,4,1,0,0,0,
2020-12-27,23,22,10,2,14,2,8,13,1,13,3,1,7,4,8,3,1,0,1,5,0,7,5,1,0,1,1,3,6,1,0,0,5,1,0,0,9,0,6,2,4,6,16,7,1,26,3,9,0,0,3,0,4,1,0,0,0,
2020-12-28,23,19,11,3,11,1,7,11,0,12,2,1,7,5,4,2,2,0,7,3,0,5,3,1,0,1,0,3,6,0,1,0,3,1,0,0,7,0,5,2,5,6,16,7,1,19,3,11,0,0,2,0,4,1,0,0,0,
2020-12-29,24,17,10,2,10,2,9,8,0,13,2,1,6,6,4,2,2,1,1,4,0,7,3,1,0,1,0,2,5,0,1,0,3,1,0,0,6,0,7,3,6,5,15,6,1,17,2,9,0,0,2,0,5,1,0,0,0,
2020-12-30,41,18,18,4,11,2,8,12,0,14,1,1,6,4,4,3,1,0,3,4,0,6,3,0,0,1,0,2,6,0,1,0,2,1,0,0,6,0,8,3,4,6,20,6,1,25,3,10,0,0,1,0,5,1,0,0,0,
2020-12-31,35,14,16,3,7,2,7,11,1,12,2,1,6,3,4,2,1,0,3,4,0,5,2,0,0,1,1,2,7,1,1,0,2,1,0,0,5,0,6,2,3,6,16,6,1,20,1,7,0,0,2,0,4,1,0,0,0,
2021-01-01,37,20,14,3,10,2,7,12,0,10,2,1,6,3,5,2,2,0,2,4,0,6,3,0,0,1,0,2,7,0,1,0,2,0,0,0,7,0,7,3,3,6,20,6,1,20,2,9,0,0,2,0,4,1,0,0,0,
2021-01-02,35,16,15,4,12,1,8,13,0,12,2,1,6,4,4,2,1,0,2,4,0,7,4,1,0,1,0,3,6,0,0,1,3,1,0,0,8,0,6,3,4,6,22,6,1,26,2,11,0,0,2,0,4,1,0,0,0,
2021-01-03,34,22,16,3,13,2,9,14,0,38,2,1,5,3,4,3,1,0,2,4,0,6,5,1,0,1,0,3,5,0,1,0,3,1,0,0,7,0,6,3,3,7,21,5,1,24,2,12,0,0,2,0,4,1,0,0,0,
2021-01-04,38,19,16,5,9,2,6,12,0,11,2,1,6,3,3,2,2,1,2,3,0,5,3,1,0,1,0,2,5,0,1,0,3,1,0,0,7,0,5,3,3,6,17,6,1,23,2,9,0,0,2,0,3,1,0,0,0,
2021-01-05,38,18,18,3,8,2,8,28,0,11,1,1,6,3,5,3,1,1,3,3,0,6,4,1,0,1,0,2,5,0,3,0,2,1,0,0,6,0,5,8,3,5,18,6,1,23,2,8,0,0,1,0,4,0,0,0,0,
2021-01-06,47,16,20,4,10,2,7,16,0,9,1,1,6,2,4,2,2,0,3,4,0,6,2,1,0,0,0,3,6,0,1,0,2,7,0,0,6,0,5,3,2,8,21,6,1,24,1,9,0,0,1,0,4,0,0,0,0,
2021-01-07,63,13,28,6,10,3,6,16,0,10,2,1,8,3,5,2,1,0,4,3,0,6,2,1,0,1,0,2,5,0,1,0,2,0,0,0,6,0,5,7,3,7,24,8,1,33,3,10,0,0,2,0,4,1,0,0,0,
2021-01-08,66,15,27,6,10,3,6,18,0,10,2,1,7,2,5,2,1,0,3,5,0,5,4,0,0,0,0,2,6,0,0,0,2,1,0,0,6,0,6,4,2,7,26,7,1,33,3,9,0,0,2,0,4,1,0,0,0,
2021-01-09,63,15,25,6,10,4,8,16,0,12,3,1,7,3,5,3,1,0,2,4,0,7,4,1,0,1,1,3,6,0,1,0,2,1,0,0,8,0,8,4,3,6,27,7,0,33,1,11,0,0,3,0,5,0,0,0,0,
2021-01-10,50,22,20,5,11,2,8,18,0,11,3,2,6,3,6,3,2,0,3,3,0,7,4,0,0,1,0,3,5,0,0,0,3,0,0,0,8,0,6,5,3,6,25,6,0,29,3,12,0,0,3,0,5,1,0,0,0,
2021-01-11,40,18,15,4,10,2,6,11,1,9,2,1,6,3,5,2,1,1,3,7,0,6,4,0,0,0,0,3,6,1,0,0,3,1,0,0,8,0,9,3,3,7,19,6,1,23,3,11,0,0,2,0,4,1,0,0,0,
2021-01-12,36,18,96,2,9,3,7,14,1,10,2,1,8,3,4,2,1,0,3,4,0,5,4,0,0,1,0,3,5,1,1,0,2,1,0,0,6,0,9,3,3,6,18,8,1,25,2,8,0,0,2,0,5,1,1,0,0,
2021-01-13,26,18,14,3,8,1,6,12,0,10,3,2,6,4,5,3,1,0,2,6,0,5,4,0,0,1,0,3,9,0,0,0,3,1,0,0,7,0,5,4,4,6,26,6,1,21,2,6,0,0,3,0,5,1,0,0,0,
2021-01-14,18,18,9,2,9,1,8,10,1,8,2,1,8,8,7,4,1,0,2,4,0,6,3,1,0,1,0,3,10,1,0,0,3,1,0,0,6,0,6,5,8,6,13,8,1,19,2,5,0,0,2,0,5,1,0,0,0,
2021-01-15,16,17,7,1,6,0,12,7,0,10,3,1,5,4,4,5,1,1,2,5,0,5,4,1,0,0,1,3,10,0,0,0,2,1,0,0,6,0,6,3,4,5,11,5,2,16,2,6,0,0,3,0,5,1,0,0,0,
2021-01-16,21,20,9,2,7,1,8,9,1,11,3,2,6,3,5,4,2,0,3,5,0,6,4,0,0,1,0,3,8,1,1,0,3,1,0,0,6,0,6,6,3,4,15,6,1,18,1,4,0,0,3,1,4,1,0,0,0,
2021-01-17,21,22,9,3,9,1,8,11,1,12,3,2,6,4,5,3,2,0,4,5,0,8,4,1,0,0,1,2,9,1,0,0,3,1,0,0,7,0,67,6,4,6,16,6,1,19,1,5,0,0,3,0,5,1,0,0,0,
2021-01-18,22,17,11,2,9,1,7,11,0,11,2,1,7,4,4,4,2,0,2,3,0,6,4,1,0,0,0,2,5,0,1,0,3,1,0,0,6,0,6,4,4,6,13,7,1,19,3,6,0,0,2,0,4,0,0,0,1,
2021-01-19,25,19,10,2,9,2,7,9,0,10,2,1,5,4,4,3,1,0,2,4,0,7,4,1,0,1,1,3,6,0,0,0,3,1,0,0,7,0,5,3,4,5,15,5,1,17,2,4,0,0,2,0,5,1,0,0,0,
2021-01-20,98,16,13,1,6,1,10,11,1,21,2,2,11,4,5,3,1,1,3,4,0,6,3,1,0,1,0,2,6,1,1,0,3,1,0,0,5,0,5,4,4,5,21,11,1,20,2,4,0,0,2,0,4,1,0,0,0,
2021-01-21,64,19,6,1,9,1,8,8,0,13,3,2,6,5,5,6,1,0,2,3,0,7,3,1,0,1,1,3,5,0,1,0,2,8,0,0,7,0,5,4,5,5,19,6,1,13,1,3,0,0,3,0,5,1,1,0,0,
2021-01-22,28,21,4,1,6,0,7,6,0,13,3,2,6,5,5,4,1,1,2,2,0,7,2,1,0,0,0,2,6,0,1,0,2,10,0,0,5,0,5,3,5,5,12,6,1,11,2,4,0,0,3,0,5,1,1,0,0,
