기간,2020-11-01 ~ 2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29,1,44,0,0,5,0,0,1,2,0,1,0,0,0,5,8,1,0,2,1,0,8,8,13,0,1,1,0,3,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,28,6,0,0,13,
2021-07-30,1,39,0,0,4,1,1,1,1,1,1,1,1,0,4,6,2,0,2,0,0,7,7,12,0,1,1,0,1,1,0,0,0,1,0,0,2,0,1,7,0,0,1,1,0,1,1,0,1,1,1,2,21,5,0,0,9,
2021-07-31,1,42,0,0,4,0,1,1,2,0,1,0,1,0,5,7,1,0,1,1,0,7,9,12,0,1,1,0,3,2,0,0,0,1,0,0,1,0,2,1,0,1,1,1,0,1,1,0,1,1,1,1,21,6,1,0,10,
2021-08-01,1,41,0,0,5,0,1,0,2,0,1,1,0,0,5,6,1,0,2,0,0,7,9,13,0,1,2,0,3,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,2,22,6,0,0,10,
2021-08-02,1,37,0,0,6,0,0,0,1,0,1,1,0,0,5,5,1,0,1,1,0,20,7,12,0,1,2,0,3,1,0,0,0,2,0,0,1,0,6,1,0,1,1,0,0,0,1,0,1,0,1,2,19,5,0,0,8,
2021-08-03,2,37,0,0,7,0,0,0,1,1,0,3,0,0,4,7,2,0,1,1,0,7,7,11,0,1,2,1,2,1,0,0,0,2,0,0,2,0,2,1,0,1,1,0,0,1,1,0,1,1,0,1,19,6,0,0,9,
2021-08-04,1,41,0,0,5,0,0,0,1,0,1,4,0,0,4,10,2,0,1,1,0,6,7,10,0,1,2,1,3,1,0,0,1,1,0,0,1,0,8,1,0,1,1,0,0,2,1,0,2,1,1,2,19,3,0,0,8,
2021-08-05,1,41,0,0,4,0,0,0,2,1,1,2,0,0,4,10,2,0,1,1,0,7,8,10,0,0,2,0,3,2,0,0,0,2,0,0,1,0,7,2,0,0,1,0,0,1,1,0,1,1,1,2,24,6,0,0,9,
2021-08-06,1,37,0,0,3,0,0,1,1,0,1,2,0,0,5,17,2,0,2,1,0,6,8,10,0,0,3,0,3,1,0,1,0,2,0,0,1,0,2,1,0,1,1,0,0,1,1,0,1,1,1,1,20,5,0,0,6,
2021-08-07,1,37,0,0,4,0,0,0,1,0,1,2,0,0,6,5,2,0,1,1,0,7,7,9,0,1,2,1,3,1,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0,2,1,0,1,1,1,1,18,4,1,0,6,
2021-08-08,1,42,1,0,5,0,1,1,1,0,1,2,0,0,6,8,2,1,2,2,0,7,9,8,0,0,3,1,3,1,0,0,1,3,0,0,2,0,2,1,0,0,2,0,0,3,1,0,1,1,1,1,16,6,0,0,6,
2021-08-09,2,36,0,0,3,0,1,1,3,2,1,1,0,0,3,6,2,0,3,2,0,29,6,9,0,0,3,0,3,3,0,0,1,2,0,0,1,0,2,2,0,1,2,0,0,2,1,0,1,0,1,1,18,6,0,0,11,
2021-08-10,2,33,0,0,5,0,0,1,1,1,1,2,1,0,5,6,2,0,2,1,0,6,8,7,0,1,4,0,3,1,0,0,0,2,0,0,2,0,9,2,0,1,3,1,0,2,1,1,2,0,1,1,15,5,0,0,5,
2021-08-11,1,38,1,0,4,0,0,1,2,1,1,2,0,0,6,8,2,0,2,2,0,8,7,6,0,1,5,0,3,2,0,0,1,2,0,0,1,0,1,2,0,1,2,0,0,1,1,0,1,1,1,2,14,5,0,0,4,
2021-08-12,1,30,0,0,4,0,1,0,2,0,1,2,0,0,5,7,2,0,2,2,0,5,7,5,0,1,5,0,4,2,0,0,1,2,0,0,2,0,2,1,0,1,1,0,0,1,1,0,1,1,1,2,12,5,0,0,7,
2021-08-13,1,26,1,0,4,0,0,1,1,0,1,2,1,0,7,6,1,0,1,1,0,5,8,4,0,1,6,1,3,1,0,0,1,1,0,0,1,0,2,2,0,1,2,1,0,1,1,0,1,0,1,1,10,4,0,0,4,
2021-08-14,1,31,1,0,5,0,0,1,1,0,1,2,0,0,4,6,3,0,2,2,0,6,9,5,0,1,7,1,4,1,0,0,2,2,0,0,2,0,1,1,0,0,1,0,0,2,1,0,0,1,1,1,10,5,0,0,2,
2021-08-15,2,30,0,0,7,0,0,0,1,1,2,2,1,1,4,6,3,0,2,2,0,5,9,4,0,1,7,1,4,1,0,0,2,2,0,0,3,0,2,2,1,0,2,1,0,2,1,0,0,1,2,1,10,5,0,0,3,
2021-08-16,2,23,1,0,5,0,0,2,1,1,3,3,3,0,5,7,4,0,2,3,0,5,9,3,0,1,8,1,3,1,0,0,1,2,0,0,2,0,3,3,0,1,3,3,1,3,1,0,0,0,3,1,7,5,0,0,3,
2021-08-17,2,26,1,0,4,0,0,1,1,0,2,2,0,0,4,4,5,0,3,2,0,13,6,4,0,0,10,0,3,1,0,0,1,3,0,0,2,0,3,3,0,1,2,0,0,1,1,0,0,0,2,0,7,5,0,0,5,
2021-08-18,2,41,0,0,5,0,0,1,1,0,2,2,0,1,5,9,6,0,4,4,0,7,5,4,0,1,12,1,3,1,0,0,2,2,0,0,2,0,3,3,1,1,2,0,0,2,2,1,0,1,2,1,8,5,0,0,1,
2021-08-19,2,24,1,0,4,0,0,1,1,1,2,3,1,0,5,6,6,0,4,4,0,5,6,3,0,0,12,1,2,1,0,0,1,1,0,0,3,0,3,3,0,1,2,1,0,2,1,0,0,0,2,1,6,3,0,0,2,
2021-08-20,2,27,0,0,5,0,0,1,1,1,2,2,1,1,5,10,4,0,4,3,0,5,6,3,0,1,14,2,3,1,0,1,2,2,0,0,2,0,2,3,1,1,2,1,0,3,1,0,0,0,2,1,30,3,0,0,1,
2021-08-21,2,26,1,0,4,0,0,1,0,1,3,3,1,0,4,6,6,0,5,2,0,5,6,3,0,1,14,2,5,0,1,1,3,2,0,0,4,0,3,4,0,1,2,1,0,2,0,1,1,1,3,1,6,3,0,0,1,
2021-08-22,2,29,1,0,6,0,0,1,1,1,3,4,1,0,5,4,7,0,4,5,0,5,8,4,0,1,13,3,4,1,0,0,2,1,0,0,3,0,2,4,0,1,2,1,0,3,2,0,0,1,3,1,6,4,0,0,1,
2021-08-23,2,32,1,0,6,0,1,1,1,1,4,4,1,1,4,10,9,0,6,6,0,26,7,3,0,1,16,2,5,1,1,0,4,3,0,0,4,0,4,5,1,2,3,1,0,3,1,1,0,0,4,0,6,4,0,0,1,
2021-08-24,2,26,1,0,5,0,0,1,1,1,5,4,1,1,6,10,9,0,7,7,0,15,8,3,0,1,18,3,5,1,1,0,5,3,0,0,5,0,3,6,1,2,3,1,0,2,1,0,0,0,5,1,26,3,0,0,1,
2021-08-25,2,24,2,0,5,0,1,1,1,1,4,5,2,1,5,8,8,0,5,6,0,12,4,2,0,1,19,2,5,1,0,0,4,2,0,0,3,0,3,4,1,2,3,2,0,2,2,0,0,1,4,1,6,4,0,0,1,
2021-08-26,2,26,1,0,4,0,1,1,1,1,4,4,1,1,5,5,5,0,5,6,0,12,7,3,0,0,17,2,4,1,0,1,3,2,0,0,3,0,4,3,1,1,2,1,0,3,1,0,0,0,4,0,5,5,0,0,2,
2021-08-27,2,34,1,0,4,0,0,0,1,1,4,4,1,0,5,6,7,0,5,6,0,9,7,2,0,1,19,2,3,1,1,0,3,1,0,0,6,0,3,6,0,2,2,1,0,2,1,0,0,0,4,1,21,4,0,0,2,
2021-08-28,2,27,2,0,5,0,0,1,1,1,4,5,2,1,5,5,6,0,4,6,0,5,6,3,0,1,16,4,5,1,3,0,3,1,0,0,5,0,3,4,1,1,2,2,0,2,1,0,1,1,4,1,4,3,0,0,1,
2021-08-29,2,29,1,0,4,0,1,1,1,1,4,5,1,1,6,8,8,0,5,7,0,5,8,2,0,0,16,4,5,1,1,0,4,2,0,0,7,0,3,4,1,1,3,1,0,3,2,0,0,1,4,1,4,4,1,0,2,
2021-08-30,2,24,1,0,5,0,1,1,1,0,4,5,1,1,4,7,10,0,6,6,0,9,6,3,0,1,17,3,5,1,0,0,7,3,0,0,4,0,3,6,1,2,3,1,0,3,1,0,0,0,4,0,4,3,0,0,1,
2021-08-31,3,25,1,0,5,0,1,0,1,0,6,4,1,1,6,5,8,0,6,7,0,14,6,2,0,1,20,2,5,1,1,1,6,2,0,0,6,0,4,7,1,2,3,1,0,2,1,1,0,0,6,0,4,3,0,0,1,
2021-09-01,2,26,1,0,6,0,0,1,1,1,6,4,2,0,5,5,11,0,6,10,0,4,6,2,0,1,18,4,5,1,1,0,7,1,0,0,6,0,4,6,0,2,3,2,0,3,1,0,1,0,6,1,3,3,0,0,1,
2021-09-02,2,26,1,0,6,0,0,1,1,1,7,4,1,0,6,6,8,0,6,11,0,7,5,1,0,0,20,3,5,1,0,0,6,2,0,0,7,0,5,8,0,3,3,1,0,3,1,0,0,0,7,1,4,3,0,0,0,
2021-09-03,2,29,1,0,5,0,1,2,1,1,7,4,1,0,6,6,9,1,8,9,0,5,6,2,0,1,19,4,5,1,5,0,4,2,0,0,7,0,4,7,0,3,3,1,0,3,1,0,0,1,7,1,4,3,0,0,0,
2021-09-04,3,25,1,0,5,0,0,1,1,1,7,5,1,1,6,8,10,0,7,10,0,4,6,1,0,0,21,4,5,1,1,0,5,2,0,0,6,0,4,5,1,1,3,1,0,3,1,1,0,0,7,0,3,3,0,0,1,
2021-09-05,2,25,1,0,5,0,0,1,1,0,7,5,1,0,7,7,14,1,8,10,0,6,5,1,0,1,21,6,5,1,0,0,8,3,0,0,8,0,5,10,0,3,3,1,0,3,2,1,0,1,7,1,2,3,0,0,1,
2021-09-06,2,26,0,0,6,0,0,1,1,2,6,5,1,1,6,6,14,1,9,12,0,5,8,2,0,0,21,6,6,1,1,0,5,2,0,0,7,0,4,8,1,2,3,1,0,3,2,0,0,0,6,1,2,3,0,0,1,
2021-09-07,3,27,1,0,6,0,0,1,1,1,6,6,2,0,8,7,16,1,10,14,0,6,7,2,0,1,23,4,7,1,1,0,5,3,0,0,7,0,5,9,0,2,3,2,0,2,2,1,0,1,6,1,16,3,0,0,0,
2021-09-08,3,22,1,0,5,0,0,0,1,1,7,4,1,1,7,6,11,1,6,10,0,5,6,2,0,1,20,4,6,1,0,0,4,1,0,0,8,0,4,7,1,2,3,1,0,2,1,1,0,1,7,1,2,3,0,0,0,
2021-09-09,3,30,0,0,5,0,0,1,0,0,8,4,1,0,7,6,11,1,7,11,0,4,6,2,0,0,19,4,5,0,0,0,5,2,0,0,5,0,5,7,0,2,3,1,0,3,0,1,0,0,8,1,1,2,0,0,0,
2021-09-10,2,23,0,0,4,0,0,0,1,1,7,5,1,1,6,6,9,1,7,8,0,5,5,1,0,0,20,4,5,1,0,1,3,2,0,0,6,0,4,6,1,3,3,1,0,2,1,1,0,0,7,0,2,2,0,0,1,
2021-09-11,2,26,1,0,3,0,0,1,1,1,5,4,1,0,5,7,11,1,5,9,0,6,8,1,0,1,19,5,5,1,0,0,5,2,0,0,7,0,5,6,0,2,3,1,0,3,1,0,0,0,5,0,2,4,0,0,0,
2021-09-12,2,28,0,0,5,0,0,0,1,1,6,4,1,1,5,7,11,1,5,9,0,5,8,2,0,1,16,6,6,1,0,0,6,2,0,0,9,0,4,6,1,2,3,1,0,2,1,0,1,0,6,1,2,4,0,0,1,
2021-09-13,6,25,2,0,4,0,1,1,1,1,7,3,2,1,5,6,10,0,6,9,0,6,7,2,0,0,19,5,5,1,1,0,4,3,0,0,6,0,3,7,1,2,14,2,0,3,1,0,0,0,7,0,1,2,1,0,1,
2021-09-14,4,24,1,0,4,0,1,1,1,1,6,3,1,0,5,7,10,1,7,8,0,4,7,2,0,1,17,4,5,1,0,1,5,3,0,0,7,0,4,6,0,2,5,1,0,3,1,0,0,0,6,1,2,3,0,0,1,
2021-09-15,2,24,0,0,4,0,1,1,1,1,7,4,1,1,6,7,10,0,7,8,0,7,6,2,0,1,20,3,7,1,1,0,5,2,0,0,6,0,4,7,1,2,4,1,0,2,1,0,0,0,7,0,1,2,0,0,1,
2021-09-16,2,29,1,0,4,0,0,0,1,1,6,3,2,0,5,9,8,0,7,8,0,4,6,2,0,1,19,4,5,1,2,0,5,2,0,0,6,4,5,6,0,3,3,2,0,2,1,0,0,0,6,0,1,2,0,0,0,
2021-09-17,2,24,1,0,3,0,0,1,1,1,6,2,2,1,5,5,10,0,5,7,0,4,6,1,0,1,15,3,5,1,1,1,3,2,0,0,8,2,4,4,1,2,3,2,0,2,2,0,0,0,6,1,1,2,0,0,1,
2021-09-18,2,22,1,0,3,0,0,1,1,1,5,4,1,0,4,5,9,0,5,8,0,4,6,1,0,1,13,4,6,1,0,0,4,1,0,0,6,8,3,5,0,3,3,1,0,4,1,1,0,0,5,1,1,2,0,0,0,
2021-09-19,2,23,1,0,3,0,0,1,1,1,6,2,1,0,5,6,10,1,5,9,0,4,5,1,0,0,13,6,8,1,1,0,5,1,0,0,7,26,4,4,0,2,3,1,0,3,1,1,0,0,6,0,1,2,0,0,0,
2021-09-20,2,19,1,0,4,0,1,0,0,1,4,3,1,0,3,5,8,0,5,6,0,4,4,1,0,0,10,5,5,0,1,0,5,1,0,0,6,6,3,4,0,2,3,1,0,2,0,1,0,0,4,1,1,3,0,0,0,
2021-09-21,2,24,1,0,5,0,0,1,1,1,4,3,1,0,3,5,7,0,5,7,0,4,3,2,0,0,14,4,6,1,2,0,5,2,0,0,6,7,4,4,0,3,3,1,0,2,2,0,0,0,4,1,1,2,0,0,1,
2021-09-22,3,25,1,0,6,0,1,1,1,1,6,4,1,0,5,6,9,1,7,12,0,6,8,1,0,1,19,6,7,1,0,1,7,3,0,0,8,7,3,6,0,2,4,1,0,3,1,0,0,0,6,0,1,2,0,0,0,
2021-09-23,3,26,0,0,6,0,1,1,1,1,6,5,2,1,6,6,11,1,8,11,0,5,9,1,0,1,17,4,9,1,1,1,5,2,0,0,7,5,6,7,1,4,4,2,0,3,1,0,0,0,6,1,1,3,0,0,0,
2021-09-24,2,24,1,0,5,0,0,1,1,1,7,5,2,1,5,8,12,1,8,11,0,6,7,2,0,1,19,4,8,1,1,0,6,3,0,0,9,3,5,7,1,3,3,2,0,3,1,0,0,0,7,1,1,2,0,0,0,
2021-09-25,2,25,1,0,6,0,1,1,1,1,6,3,2,1,5,7,10,1,6,12,0,4,6,2,0,1,20,7,8,1,0,1,7,2,0,0,10,14,6,7,1,3,4,2,0,3,1,1,0,0,6,0,2,2,0,0,0,
2021-09-26,3,27,1,0,7,0,0,2,1,1,5,4,3,1,5,9,12,1,8,12,0,5,7,1,0,1,21,7,8,1,1,0,8,3,0,0,12,19,6,8,1,4,3,3,0,4,1,1,1,0,5,3,1,4,0,0,0,
2021-09-27,3,26,1,0,5,0,0,1,1,1,8,4,3,0,5,7,13,1,10,12,0,6,7,1,0,1,21,5,6,1,1,0,6,4,0,0,10,7,5,9,0,6,5,3,0,3,1,0,0,0,8,1,1,3,0,0,1,
2021-09-28,3,26,1,0,7,0,0,2,1,1,8,3,3,1,5,8,10,0,9,12,0,5,5,1,0,1,24,4,6,1,1,0,6,3,0,0,10,6,5,10,1,4,4,3,1,3,1,1,0,0,8,1,1,3,0,0,1,
2021-09-29,4,24,1,0,7,1,1,1,0,1,7,3,3,0,5,8,10,1,9,12,0,5,6,2,0,1,17,5,5,0,1,1,4,3,0,0,9,4,6,9,0,5,5,3,0,4,0,1,0,0,7,0,1,2,0,0,1,
2021-09-30,3,25,0,0,6,0,0,1,1,1,6,5,2,1,5,6,8,1,6,11,1,5,7,1,0,1,20,3,7,1,0,0,4,3,0,0,7,4,6,7,1,4,4,2,1,2,1,0,0,0,6,0,2,3,0,0,1,
2021-10-01,2,26,0,0,5,0,0,1,1,1,5,4,2,0,5,7,6,0,7,12,1,5,6,1,0,1,17,4,5,1,0,0,4,2,0,0,8,2,6,6,0,4,4,2,0,2,1,0,0,0,5,0,2,2,0,0,1,
2021-10-02,3,27,1,0,6,0,1,2,0,2,7,4,3,1,5,8,8,0,7,11,0,7,7,2,0,1,20,4,6,0,1,1,7,2,0,0,8,8,4,4,1,3,4,3,0,3,0,0,0,0,7,1,1,2,0,0,1,
2021-10-03,3,29,1,0,7,0,1,1,1,1,8,3,2,0,6,7,9,0,6,9,0,7,8,2,0,1,18,6,7,1,1,1,7,3,0,0,9,4,4,7,0,4,4,2,0,4,1,1,0,0,8,0,2,2,0,0,1,
2021-10-04,3,29,1,0,7,0,1,1,1,1,8,4,2,1,5,8,9,0,9,12,0,7,6,2,0,1,21,3,8,1,1,0,5,4,0,0,9,4,6,7,1,3,4,2,0,4,2,0,1,0,8,1,2,2,0,0,1,
2021-10-05,3,27,1,0,6,0,1,1,2,1,7,5,3,1,5,9,8,1,7,8,0,6,7,2,0,1,18,4,5,2,0,1,4,3,0,0,9,5,6,7,1,3,3,3,0,4,1,1,0,0,7,1,1,1,0,0,1,
2021-10-06,3,27,1,1,6,0,1,1,1,1,6,3,3,1,5,7,7,1,7,8,0,6,7,2,0,1,19,4,7,1,0,0,6,3,0,2,9,5,6,7,1,4,6,3,0,5,1,1,0,0,6,0,2,2,0,0,1,
2021-10-07,3,34,1,0,7,0,1,2,1,1,6,4,3,1,5,7,9,0,6,9,0,7,8,1,0,1,18,5,6,1,2,0,4,3,0,6,9,2,4,7,1,4,6,3,0,4,1,1,1,0,6,0,2,2,0,0,1,
2021-10-08,4,25,1,0,6,0,1,1,0,3,8,3,4,2,4,8,8,1,6,10,0,5,5,1,0,1,16,3,7,0,0,0,3,4,0,4,8,6,6,7,2,6,4,4,1,4,2,1,0,0,8,0,2,2,0,0,1,
2021-10-09,4,27,1,0,5,0,1,1,1,1,9,5,3,1,3,8,8,0,5,7,0,5,7,2,0,0,17,4,7,1,1,0,5,3,0,2,8,3,5,6,1,4,4,3,1,4,1,0,0,0,9,0,1,2,0,0,1,
2021-10-10,3,30,2,0,7,0,1,2,0,1,9,5,4,1,5,8,8,0,6,11,0,5,7,2,0,0,18,5,7,0,0,1,6,3,0,1,10,65,6,9,1,5,6,4,0,3,2,1,0,0,9,0,1,4,0,0,0,
2021-10-11,5,31,2,0,10,0,1,3,0,2,7,9,5,1,6,7,12,1,9,19,0,8,6,1,0,1,19,7,9,0,1,1,7,3,0,1,14,10,6,11,1,9,6,5,1,5,2,2,0,0,7,0,2,2,0,0,1,
2021-10-12,6,31,2,0,9,0,2,4,1,2,9,9,9,2,5,5,11,0,11,22,0,7,7,2,0,1,26,5,8,1,1,1,7,3,0,1,15,8,7,14,2,13,9,9,1,5,3,3,0,0,9,0,1,2,0,0,0,
2021-10-13,5,23,1,0,8,0,2,3,0,3,8,7,7,2,4,6,9,1,9,17,0,4,6,1,0,1,16,5,9,0,0,0,4,3,0,1,16,4,8,11,2,12,6,7,1,6,3,2,0,0,8,1,1,1,0,0,1,
2021-10-14,5,25,1,1,9,0,1,3,0,3,8,5,8,2,5,7,8,0,9,14,0,5,7,1,0,1,14,5,7,0,1,0,5,3,0,1,12,6,7,10,2,10,9,8,1,6,1,2,0,0,8,1,1,1,0,0,0,
2021-10-15,7,30,2,0,7,0,1,4,1,3,7,5,10,3,4,5,10,0,8,17,0,5,6,2,0,0,24,5,6,1,0,1,5,2,0,0,11,4,8,17,3,10,12,10,1,7,1,3,0,0,7,0,1,2,0,0,0,
2021-10-16,19,21,5,1,9,1,5,9,0,9,11,10,20,4,5,4,9,1,9,21,0,6,5,1,0,0,10,10,9,0,1,0,7,3,0,0,16,21,8,8,4,29,34,20,2,13,1,5,0,0,11,0,1,2,0,0,0,
2021-10-17,31,22,7,2,13,1,7,15,0,19,7,8,36,5,4,5,10,1,9,23,0,5,5,1,0,1,8,8,9,0,1,0,6,2,0,0,19,18,9,9,5,45,52,36,4,20,2,7,0,0,7,0,2,2,0,0,0,
2021-10-18,31,23,11,2,13,1,9,21,0,22,9,13,47,4,5,4,6,1,8,28,0,5,4,1,0,1,7,9,8,0,1,0,7,2,0,0,17,10,9,12,4,64,56,47,5,24,2,8,0,0,9,0,1,2,0,0,0,
2021-10-19,27,24,10,2,11,1,9,21,0,18,7,9,42,6,6,4,7,1,9,25,0,4,5,1,0,1,21,7,8,0,0,0,6,3,0,0,18,14,8,12,6,47,54,42,5,24,2,9,0,0,7,0,2,1,0,0,0,
2021-10-20,24,19,8,2,10,1,9,17,0,16,10,7,34,7,5,3,5,1,7,17,0,4,4,2,0,0,5,7,7,0,0,1,6,2,0,0,16,4,10,18,7,41,37,34,5,22,3,8,0,0,10,0,1,1,0,0,0,
2021-10-21,19,18,8,2,9,1,10,13,0,18,8,7,29,7,5,3,6,0,6,16,0,5,4,1,0,0,5,6,7,0,0,1,4,1,0,0,16,2,9,10,7,38,34,29,5,25,2,6,0,0,8,0,1,1,0,0,0,
2021-10-22,20,19,6,2,9,1,10,12,0,15,7,6,26,8,5,3,6,0,5,17,0,4,3,1,0,1,4,5,9,0,0,1,4,2,0,1,16,3,7,8,8,34,32,26,4,24,2,7,0,0,7,0,1,1,0,0,0,
2021-10-23,16,16,6,1,9,0,8,11,0,13,7,6,19,6,5,3,6,0,5,15,0,3,4,0,0,1,4,6,6,0,1,0,5,3,0,0,11,3,9,7,6,30,27,19,4,20,1,5,0,0,7,0,0,1,0,0,0,
2021-10-24,17,22,6,1,9,1,9,12,0,14,6,6,21,8,3,3,6,0,5,17,0,3,5,1,0,1,5,7,8,0,1,1,5,2,0,0,15,2,9,9,8,27,28,21,4,21,2,6,0,0,6,0,1,2,0,0,0,
2021-10-25,17,20,6,1,10,1,7,11,0,12,9,7,23,6,4,3,4,1,6,15,0,5,4,0,0,1,11,4,9,0,0,0,5,2,0,0,14,1,10,7,6,30,25,23,3,18,1,6,0,0,9,0,1,1,0,0,0,
2021-10-26,15,23,6,1,7,1,7,11,1,11,7,5,21,6,4,3,4,1,7,15,0,4,4,2,0,1,6,5,8,1,1,1,5,3,0,2,14,1,9,9,6,22,21,21,3,18,1,6,0,0,7,0,1,1,0,0,0,
2021-10-27,12,20,5,1,8,1,9,11,0,14,8,6,19,6,5,3,4,1,5,13,0,4,5,1,0,1,4,5,8,0,1,0,3,2,0,0,13,1,9,8,6,22,23,19,3,18,2,4,0,0,8,0,1,1,0,0,0,
2021-10-28,13,17,5,0,7,1,8,9,1,13,8,6,18,5,4,3,3,0,6,11,0,3,4,1,0,1,4,4,8,1,0,0,4,2,0,1,12,1,9,5,5,19,23,18,2,17,1,4,0,0,8,1,1,1,0,0,0,
2021-10-29,11,17,4,1,6,1,8,7,0,9,7,5,15,4,4,3,4,0,4,9,0,4,5,0,0,1,5,4,8,0,1,1,4,2,0,0,12,1,10,6,4,15,19,15,3,14,1,4,0,0,7,0,1,1,0,0,0,
2021-10-30,10,18,4,1,8,0,7,8,0,10,6,4,16,4,5,3,3,0,3,9,0,5,4,1,0,1,4,5,6,0,1,0,5,2,0,0,11,1,7,4,4,14,19,16,2,15,1,3,0,0,6,0,1,1,0,0,0,
2021-10-31,12,22,5,2,8,0,7,7,0,12,6,4,16,5,6,4,4,0,4,10,0,4,4,1,0,1,4,6,7,0,0,0,6,2,0,0,11,1,8,6,5,16,17,16,2,18,2,5,0,0,6,0,1,1,0,0,0,
