날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-11-01,226,10.5,8.4,12.3
2020-11-02,226,8.5,0.9,16.4
2020-11-03,226,4.5,-1.5,9.6
2020-11-04,226,2.4,-3.3,10.8
2020-11-05,226,5.5,-4.3,16
2020-11-06,226,9.9,6.4,13.7
2020-11-07,226,10.8,3.9,19.1
2020-11-08,226,7.3,2.1,14.7
2020-11-09,226,5,-4.2,11.9
2020-11-10,226,5.3,-1.4,12.9
2020-11-11,226,5.2,-2.5,16.7
2020-11-12,226,5.8,-2.6,17.5
2020-11-13,226,6.7,-1,17.2
2020-11-14,226,8,0.1,17.8
2020-11-15,226,8.6,1.4,18.2
2020-11-16,226,9.4,2.4,18.1
2020-11-17,226,13.7,9.2,19.1
2020-11-18,226,15.5,11.3,19.1
2020-11-19,226,15.2,9.9,21.6
2020-11-20,226,5.8,3.2,10
2020-11-21,226,6.1,-1.8,12
2020-11-22,226,6.7,3.6,8.3
2020-11-23,226,2.3,-2.6,7.4
2020-11-24,226,2.7,-2.5,9.7
2020-11-25,226,2.4,-3.5,10.7
2020-11-26,226,4.5,-1.2,12.5
2020-11-27,226,4.2,1.4,7.9
2020-11-28,226,1.5,-0.5,4.7
2020-11-29,226,0.8,-3.4,3.9
2020-11-30,226,-0.8,-5.5,5.7
2020-12-01,226,-0.7,-7.3,7.8
2020-12-02,226,1.2,-3,8.7
2020-12-03,226,-0.3,-4.6,6.1
2020-12-04,226,-2.1,-7.7,5.1
2020-12-05,226,-1.4,-7.1,4.8
2020-12-06,226,-0.1,-5.4,8.4
2020-12-07,226,1,-4.1,6.7
2020-12-08,226,-1.6,-6.6,5
2020-12-09,226,-0.8,-9,7.4
2020-12-10,226,3.2,-1.2,9.7
2020-12-11,226,2.9,-1.9,10.3
2020-12-12,226,2.1,-4.1,7.5
2020-12-13,226,-2.2,-5.5,3.7
2020-12-14,226,-6,-10.1,-2.6
2020-12-15,226,-6.9,-12.6,-2.1
2020-12-16,226,-7.9,-12.5,-2
2020-12-17,226,-6.7,-13.5,0.4
2020-12-18,226,-2.2,-6.8,3.1
2020-12-19,226,-5.5,-12.2,0
2020-12-20,226,-4.6,-11,2.3
2020-12-21,226,-2.3,-9.2,5.3
2020-12-22,226,-1.3,-7.5,7.1
2020-12-23,226,-0.1,-6.7,7.8
2020-12-24,226,2.3,-2.5,8.6
2020-12-25,226,-1,-6.5,3.9
2020-12-26,226,-2.4,-8.5,5.8
2020-12-27,226,0,-6.2,8.1
2020-12-28,226,1.5,-4,11.6
2020-12-29,226,-0.4,-4.5,7.6
2020-12-30,226,-9,-11.6,-3.3
2020-12-31,226,-10,-17.3,-3.7
2021-01-01,226,-7.1,-14.1,-1.7
2021-01-02,226,-6.3,-12.4,-0.8
2021-01-03,226,-6.6,-12.8,-0.8
2021-01-04,226,-5.2,-13,1.7
2021-01-05,226,-4.3,-12,-0.2
2021-01-06,226,-8.1,-14.7,-2.5
2021-01-07,226,-13.3,-18.9,-4
2021-01-08,226,-14.5,-20.3,-9.5
2021-01-09,226,-13.6,-20.3,-6.9
2021-01-10,226,-10.4,-18.2,-2.5
2021-01-11,226,-8.7,-13.6,-2.8
2021-01-12,226,-4,-11.1,2.1
2021-01-13,226,1.7,-5.4,9.6
2021-01-14,226,1.3,-5.4,10.9
2021-01-15,226,3.5,-4.7,12.8
2021-01-16,226,-2,-5.4,2.3
2021-01-17,226,-4.2,-10.6,-0.3
2021-01-18,226,-3.7,-7.9,2.6
2021-01-19,226,-7.8,-13.8,-1
2021-01-20,226,-4.2,-12.9,7.4
2021-01-21,226,3.2,-4.8,9.8
2021-01-22,226,5.6,3,10.6
2021-01-23,226,7.8,3.3,11
2021-01-24,226,5,-1.6,12.4
2021-01-25,226,4.5,-1.2,11.4
2021-01-26,226,4,1.7,6.1
2021-01-27,226,1.7,-3,7.4
2021-01-28,226,-2.5,-7.3,4.7
2021-01-29,226,-7.4,-10.1,-3
2021-01-30,226,-2.3,-11.1,7
2021-01-31,226,0.4,-8.1,10.2
2021-02-01,226,4.8,-0.6,11
2021-02-02,226,-3.9,-7.1,1.7
2021-02-03,226,-3.6,-12.3,2.2
2021-02-04,226,-2.3,-6.9,1.8
2021-02-05,226,-2.1,-9.1,6.9
2021-02-06,226,3.4,-5.5,10.6
2021-02-07,226,4.7,-0.9,10
2021-02-08,226,-2.4,-5.5,1.5
2021-02-09,226,-1.8,-8.9,5.3
2021-02-10,226,-0.7,-7.8,7.5
2021-02-11,226,3.3,-2.9,11.8
2021-02-12,226,3.8,-3.4,14.9
2021-02-13,226,4.8,-4.5,16.7
2021-02-14,226,6.6,-0.3,14.1
2021-02-15,226,2.3,-3.3,7.6
2021-02-16,226,-4.1,-8.1,1.7
2021-02-17,226,-7.5,-9.1,-5.4
2021-02-18,226,-6.3,-10.7,-1.4
2021-02-19,226,0,-9.9,8.8
2021-02-20,226,9,0.9,16
2021-02-21,226,10.1,-2.1,21.9
2021-02-22,226,7.6,0.3,18.4
2021-02-23,226,0.7,-5.3,6.9
2021-02-24,226,2.4,-3.6,10.8
2021-02-25,226,3,-3.6,7.9
2021-02-26,226,6.2,-2.1,13.6
2021-02-27,226,6.4,1.6,11.3
2021-02-28,226,6.8,-0.2,11.5
2021-03-01,226,8,2,11.9
2021-03-02,226,1.6,-2.5,5.1
2021-03-03,226,2,-3.8,8.8
2021-03-04,226,3.8,-1.9,9.6
2021-03-05,226,7.4,2,16.5
2021-03-06,226,5.2,1,12.3
2021-03-07,226,4.5,0.6,9.2
2021-03-08,226,5.5,-1.6,13.8
2021-03-09,226,5.4,-0.6,12.8
2021-03-10,226,6.1,-2.5,16.1
2021-03-11,226,8.7,-1.4,18.3
2021-03-12,226,7.2,5.1,9.4
2021-03-13,226,6.9,2.3,14.5
2021-03-14,226,7.3,1,13.7
2021-03-15,226,9.5,0.3,17.1
2021-03-16,226,9.6,1.2,15.4
2021-03-17,226,7.5,-2.3,17.9
2021-03-18,226,10.1,1,17.5
2021-03-19,226,11.6,8.2,16.4
2021-03-20,226,8.1,6.8,9.5
2021-03-21,226,5.5,3.5,9.4
2021-03-22,226,5.5,-1.5,11.4
2021-03-23,226,6.8,-2.5,16.6
2021-03-24,226,8.1,-0.8,17.4
2021-03-25,226,10.9,1.1,19.9
2021-03-26,226,11.6,0.9,22.2
2021-03-27,226,11.2,3.9,14.9
2021-03-28,226,9.7,6.8,14.1
2021-03-29,226,11.1,5.4,16.6
2021-03-30,226,10.2,2.1,18.8
2021-03-31,226,12.2,-0.1,23.2
2021-04-01,226,13.5,6.5,20.3
2021-04-02,226,15.9,11.2,20.5
2021-04-03,226,15.3,14.3,17.7
2021-04-04,226,10,5.8,14.3
2021-04-05,226,8.8,1.4,16.6
2021-04-06,226,10.6,1.9,19.5
2021-04-07,226,11.6,2.5,21.1
2021-04-08,226,10.6,2.5,18.5
2021-04-09,226,8.9,0.5,16.3
2021-04-10,226,10.5,2.3,18.3
2021-04-11,226,12.6,2.5,21.5
2021-04-12,226,11.8,9.2,14.8
2021-04-13,226,10.7,5,16.5
2021-04-14,226,7.8,1.4,15.2
2021-04-15,226,8.8,-0.5,18
2021-04-16,226,9.7,4.5,15.1
2021-04-17,226,9.2,5.7,15.2
2021-04-18,226,9.6,5.3,16.3
2021-04-19,226,11.5,0.3,21
2021-04-20,226,14.2,2.7,24.8
2021-04-21,226,18.2,7.1,28.8
2021-04-22,226,21,13.5,28.3
2021-04-23,226,17.2,14.8,20.5
2021-04-24,226,16,10.4,23.1
2021-04-25,226,14.6,6.1,22.6
2021-04-26,226,14.1,6.2,21.4
2021-04-27,226,14,7.9,20.1
2021-04-28,226,15.2,10.9,19.7
2021-04-29,226,15,9.7,20.1
2021-04-30,226,12.6,9.7,17.1
2021-05-01,226,9.5,8,12.9
2021-05-02,226,11,6.3,18.2
2021-05-03,226,12.8,3.2,22.4
2021-05-04,226,15.2,9.8,20.4
2021-05-05,226,13.7,5.4,20.2
2021-05-06,226,12.8,2.3,22.3
2021-05-07,226,13.2,6.5,20.2
2021-05-08,226,14.2,4.2,23
2021-05-09,226,14.2,6,22.4
2021-05-10,226,10.2,7,12.4
2021-05-11,226,14.3,10.7,18.7
2021-05-12,226,16.9,8.4,24.6
2021-05-13,226,19.7,9.7,28.8
2021-05-14,226,22.1,13.4,29.8
2021-05-15,226,20.7,17.5,24.7
2021-05-16,226,20.5,19,21.9
2021-05-17,226,16.3,14.6,19
2021-05-18,226,17.3,13.9,23.5
2021-05-19,226,18.9,11,26.9
2021-05-20,226,15.7,14.6,18.4
2021-05-21,226,14.2,12.7,15.3
2021-05-22,226,17.1,11.4,24.3
2021-05-23,226,18.3,9.9,26.1
2021-05-24,226,17.8,11.4,24.2
2021-05-25,226,14.1,8.8,21
2021-05-26,226,14.7,8.3,22.6
2021-05-27,226,15.1,10.6,20.8
2021-05-28,226,13.6,9.8,19.9
2021-05-29,226,16.4,10.5,23.4
2021-05-30,226,18.5,8.6,26.8
2021-05-31,226,19.2,15.9,25.3
2021-06-01,226,20.2,14.4,26.4
2021-06-02,226,21.7,15.8,28.8
2021-06-03,226,17.3,14.5,18.8
2021-06-04,226,17,11.4,24
2021-06-05,226,19.2,10,26.5
2021-06-06,226,20.8,15.6,27.3
2021-06-07,226,20.6,13.6,27.4
2021-06-08,226,22.3,15.4,30.1
2021-06-09,226,23.5,17.2,31.3
2021-06-10,226,22.7,16.9,28.3
2021-06-11,226,21.4,18.6,26.5
2021-06-12,226,22.9,17.4,29.5
2021-06-13,226,23.8,19,29.8
2021-06-14,226,22.9,18.2,28
2021-06-15,226,20.8,18.5,23.7
2021-06-16,226,21.7,19.1,26
2021-06-17,226,20,16.5,23.8
2021-06-18,226,19.9,17.8,23
2021-06-19,226,21.3,16,28
2021-06-20,226,22.6,14.8,29.7
2021-06-21,226,21.9,16.6,28.9
2021-06-22,226,20.3,14.5,26.7
2021-06-23,226,18.9,16.4,21.8
2021-06-24,226,21.2,15.6,27.4
2021-06-25,226,22.5,16.7,29.8
2021-06-26,226,21,18.6,25.7
2021-06-27,226,23,17.3,28.2
2021-06-28,226,23,18.7,28.3
2021-06-29,226,22.5,16.9,29.3
2021-06-30,226,23.3,19.9,29
2021-07-01,226,24.4,18.2,30.9
2021-07-02,226,24,17.9,30.1
2021-07-03,226,21.5,19.5,24.4
2021-07-04,226,22.7,20.6,25
2021-07-05,226,21.9,19.8,25
2021-07-06,226,22.5,20,25.7
2021-07-07,226,24.7,21.6,27.5
2021-07-08,226,24.8,21.7,29.7
2021-07-09,226,24.9,21.1,29.5
2021-07-10,226,24.5,21.1,30.3
2021-07-11,226,24,20.7,29.8
2021-07-12,226,26.3,21,32.7
2021-07-13,226,27.1,22.7,32.7
2021-07-14,226,27.2,22.6,33
2021-07-15,226,25.7,22.1,32.9
2021-07-16,226,25.4,21,31.7
2021-07-17,226,25.1,20.4,29.8
2021-07-18,226,25.7,20.5,31.4
2021-07-19,226,25,22.2,30.3
2021-07-20,226,25.6,21.9,30.1
2021-07-21,226,26.6,20.1,33
2021-07-22,226,26.2,20.1,32.4
2021-07-23,226,26.5,20.7,32.8
2021-07-24,226,26.6,21.8,33.2
2021-07-25,226,26.1,21.4,31.1
2021-07-26,226,26.5,21.1,32.9
2021-07-27,226,26.8,20.3,32.9
2021-07-28,226,27,21.7,33.4
2021-07-29,226,27.1,22.1,33.5
2021-07-30,226,28,23.3,34.1
2021-07-31,226,28.3,24.4,34.2
2021-08-01,226,25.7,21.9,33.3
2021-08-02,226,24.7,22.6,28.9
2021-08-03,226,26.1,23,30.5
2021-08-04,226,26.9,23.4,32.7
2021-08-05,226,27.7,22.8,33.6
2021-08-06,226,26.5,22.3,33.9
2021-08-07,226,26.4,21.7,32.7
2021-08-08,226,24.5,22.2,28.4
2021-08-09,226,25.8,21.5,31.3
2021-08-10,226,23.8,20.7,28.7
2021-08-11,226,24.6,20.6,31.4
2021-08-12,226,24.9,19.9,30.6
2021-08-13,226,24,20.6,28.4
2021-08-14,226,23.3,20.8,28.5
2021-08-15,226,24.3,20.6,29.6
2021-08-16,226,23.2,18.6,28.5
2021-08-17,226,23.1,18.9,28.2
2021-08-18,226,22.9,18.6,28.8
2021-08-19,226,22,19.4,27.6
2021-08-20,226,23.9,18.9,29.7
2021-08-21,226,23.1,21.6,25.6
2021-08-22,226,23.6,21,27.6
2021-08-23,226,21,20.3,22.7
2021-08-24,226,23,20.3,26.8
2021-08-25,226,22.6,21.3,25.2
2021-08-26,226,24.2,21,28.6
2021-08-27,226,20.5,19.4,22
2021-08-28,226,21.5,17.2,26.4
2021-08-29,226,21.1,18.7,25.8
2021-08-30,226,20.5,17.4,24.2
2021-08-31,226,21.1,18.5,26.4
2021-09-01,226,21.2,19.9,23.2
2021-09-02,226,21.2,18.9,24
2021-09-03,226,21.2,17.1,26.8
2021-09-04,226,20.1,14.3,27.1
2021-09-05,226,19.6,14.4,24.6
2021-09-06,226,19.8,16.8,23.9
2021-09-07,226,20.2,18.1,22.3
2021-09-08,226,20.3,16.5,25.5
2021-09-09,226,20.1,15.9,27.6
2021-09-10,226,21.1,17,27
2021-09-11,226,21.7,17.7,29
2021-09-12,226,21.8,16.6,27.9
2021-09-13,226,21.4,18,26.2
2021-09-14,226,20.7,17,24.6
2021-09-15,226,21.4,16.4,27.2
2021-09-16,226,20.5,14,26.1
2021-09-17,226,19.2,17.5,21.9
2021-09-18,226,19.8,15.7,27.3
2021-09-19,226,19.7,14.4,26.2
2021-09-20,226,20.7,14.4,25.5
2021-09-21,226,21.3,18.1,25.4
2021-09-22,226,20,15.5,26.3
2021-09-23,226,18.1,13.2,24.7
2021-09-24,226,18.3,12.6,25.7
2021-09-25,226,18.6,13.6,22.8
2021-09-26,226,18.9,13.9,24
2021-09-27,226,19.5,14.7,25
2021-09-28,226,19.9,17.4,24.1
2021-09-29,226,20,18.6,22.4
2021-09-30,226,20,15.7,27.2
2021-10-01,226,19.5,14.3,26.9
2021-10-02,226,18.7,13.2,26.4
2021-10-03,226,19.7,13.9,29.5
2021-10-04,226,19.8,13.6,27.7
2021-10-05,226,20.4,16.1,28.1
2021-10-06,226,19.6,14.7,26.5
2021-10-07,226,18,15.2,23.6
2021-10-08,226,18.8,16.9,21
2021-10-09,226,20.9,17.7,26.8
2021-10-10,226,21,16.4,28.1
2021-10-11,226,14.5,12.1,16.5
2021-10-12,226,15.2,14.4,16.5
2021-10-13,226,17.5,14.2,21.8
2021-10-14,226,17.2,12,24.8
2021-10-15,226,17,14.2,20.9
2021-10-16,226,11.4,4.5,16.5
2021-10-17,226,4.2,-1.2,11.7
2021-10-18,226,6.8,-1.7,16.6
2021-10-19,226,8.8,3.5,14.6
2021-10-20,226,6.2,0.8,15.1
2021-10-21,226,6.6,0.1,15.8
2021-10-22,226,6.9,1.2,16
2021-10-23,226,7.1,0.4,17.9
2021-10-24,226,7.7,0.8,17.7
2021-10-25,226,7.6,1.2,17.7
2021-10-26,226,8.4,1.1,18.3
2021-10-27,226,10,3.7,18.7
2021-10-28,226,8.6,0.3,19.4
2021-10-29,226,9.9,3.4,19
2021-10-30,226,9.5,4.6,17.2
2021-10-31,226,10,2.9,19.8
